Номер Животного,Пол,Номер лактации,Результат отела,Легкость отела,Дата рождения,Дней в сухостое предыдущей лактации,Дней стельности при событии,Номер группы животного,Предыдущий номер группы животного,Событие,Дни доения при событии,Дата события,Примечание события
910093,1,0,FA,0,2019-10-14,0,0,29,34,ПЕРЕВОД,340,2020-09-18,F034T029
910113,1,0,FA,0,2019-10-18,0,0,29,34,ПЕРЕВОД,336,2020-09-18,F034T029
910126,1,0,FA,0,2019-10-19,0,0,29,34,ПЕРЕВОД,335,2020-09-18,F034T029
910128,1,0,FA,0,2019-10-19,0,0,29,34,ПЕРЕВОД,335,2020-09-18,F034T029
910130,1,0,FA,0,2019-10-19,0,0,29,34,ПЕРЕВОД,335,2020-09-18,F034T029
910134,1,0,FA,0,2019-10-20,0,0,29,34,ПЕРЕВОД,334,2020-09-18,F034T029
910137,1,0,FA,0,2019-10-20,0,0,29,34,ПЕРЕВОД,334,2020-09-18,F034T029
910160,1,0,FA,0,2019-10-24,0,0,29,34,ПЕРЕВОД,330,2020-09-18,F034T029
910171,1,0,FA,0,2019-10-26,0,0,29,34,ПЕРЕВОД,328,2020-09-18,F034T029
910181,1,0,FA,0,2019-10-28,0,0,29,34,ПЕРЕВОД,326,2020-09-18,F034T029
910185,1,0,FA,0,2019-10-29,0,0,29,34,ПЕРЕВОД,325,2020-09-18,F034T029
910186,1,0,FA,0,2019-10-29,0,0,29,34,ПЕРЕВОД,325,2020-09-18,F034T029
910189,1,0,FA,0,2019-10-29,0,0,29,34,ПЕРЕВОД,325,2020-09-18,F034T029
910191,1,0,FA,0,2019-10-30,0,0,29,34,ПЕРЕВОД,324,2020-09-18,F034T029
910195,1,0,FA,0,2019-10-31,0,0,29,34,ПЕРЕВОД,323,2020-09-18,F034T029
910198,1,0,FA,0,2019-10-31,0,0,29,34,ПЕРЕВОД,323,2020-09-18,F034T029
911012,1,0,FA,0,2019-11-03,0,0,29,34,ПЕРЕВОД,320,2020-09-18,F034T029
911020,1,0,FA,0,2019-11-03,0,0,29,34,ПЕРЕВОД,320,2020-09-18,F034T029
911030,1,0,FA,0,2019-11-04,0,0,29,34,ПЕРЕВОД,319,2020-09-18,F034T029
911036,1,0,FA,0,2019-11-05,0,0,29,34,ПЕРЕВОД,318,2020-09-18,F034T029
911048,1,0,FA,0,2019-11-06,0,0,29,34,ПЕРЕВОД,317,2020-09-18,F034T029
911049,1,0,FA,0,2019-11-06,0,0,29,34,ПЕРЕВОД,317,2020-09-18,F034T029
911069,1,0,FA,0,2019-11-09,0,0,29,34,ПЕРЕВОД,314,2020-09-18,F034T029
911070,1,0,FA,0,2019-11-09,0,0,29,34,ПЕРЕВОД,314,2020-09-18,F034T029
911071,1,0,FA,0,2019-11-09,0,0,29,34,ПЕРЕВОД,314,2020-09-18,F034T029
911074,1,0,FA,0,2019-11-09,0,0,29,34,ПЕРЕВОД,314,2020-09-18,F034T029
911077,1,0,FA,0,2019-11-09,0,0,29,34,ПЕРЕВОД,314,2020-09-18,F034T029
911087,1,0,FA,0,2019-11-10,0,0,29,34,ПЕРЕВОД,313,2020-09-18,F034T029
911088,1,0,FA,0,2019-11-10,0,0,29,34,ПЕРЕВОД,313,2020-09-18,F034T029
911101,1,0,FA,0,2019-11-11,0,0,29,34,ПЕРЕВОД,312,2020-09-18,F034T029
911105,1,0,FA,0,2019-11-12,0,0,29,34,ПЕРЕВОД,311,2020-09-18,F034T029
911120,1,0,FA,0,2019-11-14,0,0,29,34,ПЕРЕВОД,309,2020-09-18,F034T029
911124,1,0,FA,0,2019-11-15,0,0,29,34,ПЕРЕВОД,308,2020-09-18,F034T029
911126,1,0,FA,0,2019-11-15,0,0,29,34,ПЕРЕВОД,308,2020-09-18,F034T029
911130,1,0,FA,0,2019-11-16,0,0,29,34,ПЕРЕВОД,307,2020-09-18,F034T029
911132,1,0,FA,0,2019-11-16,0,0,29,34,ПЕРЕВОД,307,2020-09-18,F034T029
911135,1,0,FA,0,2019-11-16,0,0,29,34,ПЕРЕВОД,307,2020-09-18,F034T029
911143,1,0,FA,0,2019-11-17,0,0,29,34,ПЕРЕВОД,306,2020-09-18,F034T029
911145,1,0,FA,0,2019-11-17,0,0,29,34,ПЕРЕВОД,306,2020-09-18,F034T029
911146,1,0,FA,0,2019-11-17,0,0,29,34,ПЕРЕВОД,306,2020-09-18,F034T029
911148,1,0,FA,0,2019-11-18,0,0,29,34,ПЕРЕВОД,305,2020-09-18,F034T029
911153,1,0,FA,0,2019-11-19,0,0,29,34,ПЕРЕВОД,304,2020-09-18,F034T029
911154,1,0,FA,0,2019-11-19,0,0,29,34,ПЕРЕВОД,304,2020-09-18,F034T029
911158,1,0,FA,0,2019-11-19,0,0,29,34,ПЕРЕВОД,304,2020-09-18,F034T029
911175,1,0,FA,0,2019-11-21,0,0,29,34,ПЕРЕВОД,302,2020-09-18,F034T029
911176,1,0,FA,0,2019-11-21,0,0,29,34,ПЕРЕВОД,302,2020-09-18,F034T029
911190,1,0,FA,0,2019-11-24,0,0,29,34,ПЕРЕВОД,299,2020-09-18,F034T029
911196,1,0,FA,0,2019-11-25,0,0,29,34,ПЕРЕВОД,298,2020-09-18,F034T029
911199,1,0,FA,0,2019-11-25,0,0,29,34,ПЕРЕВОД,298,2020-09-18,F034T029
911217,1,0,FA,0,2019-11-27,0,0,29,34,ПЕРЕВОД,296,2020-09-18,F034T029
911218,1,0,FA,0,2019-11-27,0,0,29,34,ПЕРЕВОД,296,2020-09-18,F034T029
911237,1,0,FA,0,2019-11-29,0,0,29,34,ПЕРЕВОД,294,2020-09-18,F034T029
911240,1,0,FA,0,2019-11-30,0,0,29,34,ПЕРЕВОД,293,2020-09-18,F034T029
911241,1,0,FA,0,2019-11-30,0,0,29,34,ПЕРЕВОД,293,2020-09-18,F034T029
911245,1,0,FA,0,2019-11-30,0,0,29,34,ПЕРЕВОД,293,2020-09-18,F034T029
402186,1,4,MA,1,2014-02-15,104,260,6,7,ПЕРЕВОД,383,2020-09-19,F007T006
506035,1,3,FA,1,2015-06-08,57,0,3,2,ПЕРЕВОД,8,2020-09-19,F002T003
508113,1,3,FA,1,2015-08-24,59,260,6,5,ПЕРЕВОД,272,2020-09-19,F005T006
511110,1,3,FA,1,2015-11-28,53,190,4,7,ПЕРЕВОД,201,2020-09-19,F007T004
602046,1,4,FA,1,2016-02-08,57,0,21,44,ПЕРЕВОД,1,2020-09-19,F044T021
603113,1,3,MA,1,2016-03-22,59,0,43,3,ПЕРЕВОД,76,2020-09-19,F003T043
606179,1,2,MA,1,2016-06-28,58,260,6,5,ПЕРЕВОД,273,2020-09-19,F005T006
607156,1,3,FA,1,2016-07-28,57,0,21,44,ПЕРЕВОД,1,2020-09-19,F044T021
608107,1,3,MA,1,2016-08-17,64,0,21,44,ПЕРЕВОД,1,2020-09-19,F044T021
609040,1,3,FA,1,2016-09-06,59,0,2,21,ПЕРЕВОД,6,2020-09-19,F021T002
609160,1,3,FA,1,2016-09-26,71,0,2,21,ПЕРЕВОД,6,2020-09-19,F021T002
610113,1,3,MA,1,2016-10-22,64,0,44,2,ПЕРЕВОД,13,2020-09-19,F002T044
611136,1,2,FA,1,2016-11-23,63,261,6,7,ПЕРЕВОД,275,2020-09-19,F007T006
701044,1,2,FA,1,2017-01-06,64,120,43,3,ПЕРЕВОД,281,2020-09-19,F003T043
704064,1,2,FA,1,2017-04-12,58,0,3,10,ПЕРЕВОД,196,2020-09-19,F010T003
706042,1,2,MA,1,2017-06-07,63,0,21,44,ПЕРЕВОД,2,2020-09-19,F044T021
707130,1,1,FA,1,2017-07-24,0,260,6,7,ПЕРЕВОД,400,2020-09-19,F007T006
709020,1,2,FA,1,2017-09-05,65,0,2,21,ПЕРЕВОД,7,2020-09-19,F021T002
709134,1,1,FA,1,2017-09-25,0,134,6,12,ПЕРЕВОД,344,2020-09-19,F012T006
711064,1,1,FD,3,2017-11-11,0,218,43,3,ПЕРЕВОД,249,2020-09-19,F003T043
712039,1,2,MAMA,1,2017-12-04,119,0,3,2,ПЕРЕВОД,10,2020-09-19,F002T003
712072,1,2,FA,1,2017-12-09,57,0,21,44,ПЕРЕВОД,1,2020-09-19,F044T021
712100,1,1,FA,1,2017-12-12,0,260,6,7,ПЕРЕВОД,318,2020-09-19,F007T006
712174,1,2,FA,1,2017-12-24,58,0,2,21,ПЕРЕВОД,7,2020-09-19,F021T002
801018,1,1,FD,1,2018-01-03,0,261,6,7,ПЕРЕВОД,294,2020-09-19,F007T006
801144,1,1,MA,3,2018-01-16,0,177,3,8,ПЕРЕВОД,223,2020-09-19,F008T003
801213,1,1,FA,3,2018-01-24,0,0,8,9,ПЕРЕВОД,304,2020-09-19,F009T008
801226,1,1,FA,1,2018-01-25,0,260,6,7,ПЕРЕВОД,311,2020-09-19,F007T006
805035,1,1,FA,3,2018-05-06,0,85,8,9,ПЕРЕВОД,199,2020-09-19,F009T008
805035,1,1,FA,3,2018-05-06,0,85,6,8,ПЕРЕВОД,199,2020-09-19,F008T006
808080,1,1,FA,3,2018-08-13,0,50,9,8,ПЕРЕВОД,137,2020-09-19,F008T009
809052,1,1,FA,1,2018-09-09,0,0,9,10,ПЕРЕВОД,97,2020-09-19,F010T009
810046,1,1,FA,1,2018-10-11,0,0,2,21,ПЕРЕВОД,7,2020-09-19,F021T002
810053,1,1,MA,1,2018-10-12,0,0,7,9,ПЕРЕВОД,33,2020-09-19,F009T007
810156,1,1,FA,1,2018-10-27,0,0,21,44,ПЕРЕВОД,1,2020-09-19,F044T021
811131,1,1,FA,1,2018-11-19,0,0,21,44,ПЕРЕВОД,1,2020-09-19,F044T021
811157,1,1,FA,1,2018-11-22,0,0,7,9,ПЕРЕВОД,30,2020-09-19,F009T007
212104,1,6,FA,1,2012-12-31,65,0,21,44,ПЕРЕВОД,1,2020-09-20,F044T021
506035,1,3,FA,1,2015-06-08,57,0,2,3,ПЕРЕВОД,9,2020-09-20,F003T002
507092,1,3,FA,1,2015-07-13,63,135,3,6,ПЕРЕВОД,269,2020-09-20,F006T003
511118,1,4,FA,1,2015-11-29,59,0,3,4,ПЕРЕВОД,32,2020-09-20,F004T003
512060,1,3,MA,1,2015-12-11,62,0,43,3,ПЕРЕВОД,116,2020-09-20,F003T043
602153,1,3,MA,1,2016-02-24,72,65,43,3,ПЕРЕВОД,197,2020-09-20,F003T043
612041,1,3,MA,1,2016-12-08,58,0,21,44,ПЕРЕВОД,1,2020-09-20,F044T021
701006,1,2,FA,1,2017-01-02,60,199,43,3,ПЕРЕВОД,209,2020-09-20,F003T043
701092,1,3,FA,1,2017-01-14,58,0,21,44,ПЕРЕВОД,1,2020-09-20,F044T021
701162,1,2,FA,1,2017-01-26,63,44,3,4,ПЕРЕВОД,255,2020-09-20,F004T003
705014,1,2,FA,1,2017-05-03,58,100,3,5,ПЕРЕВОД,197,2020-09-20,F005T003
709052,1,2,MA,1,2017-09-12,58,0,21,44,ПЕРЕВОД,1,2020-09-20,F044T021
711058,1,2,FA,1,2017-11-10,65,0,21,44,ПЕРЕВОД,1,2020-09-20,F044T021
711207,1,2,FA,1,2017-11-29,58,0,21,44,ПЕРЕВОД,1,2020-09-20,F044T021
712039,1,2,MAMA,1,2017-12-04,119,0,2,3,ПЕРЕВОД,11,2020-09-20,F003T002
807037,1,1,MA,3,2018-07-07,0,94,8,9,ПЕРЕВОД,108,2020-09-20,F009T008
808156,1,1,FA,1,2018-08-28,0,0,8,9,ПЕРЕВОД,79,2020-09-20,F009T008
811211,1,1,FA,1,2018-11-29,0,0,21,44,ПЕРЕВОД,1,2020-09-20,F044T021
904148,1,0,FA,0,2019-04-22,0,216,46,31,ПЕРЕВОД,517,2020-09-20,F031T046
503151,1,3,FA,2,2015-03-30,65,233,9,10,ПЕРЕВОД,345,2020-09-21,F010T009
505039,1,4,FA,1,2015-05-06,108,0,3,10,ПЕРЕВОД,135,2020-09-21,F010T003
508068,1,4,MAMA,1,2015-08-16,59,0,21,44,ПЕРЕВОД,1,2020-09-21,F044T021
508139,1,3,FA,1,2015-08-30,61,241,12,7,ПЕРЕВОД,403,2020-09-21,F007T012
509102,1,3,MA,1,2015-09-25,55,255,12,6,ПЕРЕВОД,271,2020-09-21,F006T012
603133,1,3,FA,1,2016-03-25,60,0,21,44,ПЕРЕВОД,0,2020-09-21,F044T021
604150,1,3,FA,1,2016-04-24,67,150,1,7,ПЕРЕВОД,161,2020-09-21,F007T001
605023,1,3,FA,1,2016-05-04,64,213,12,7,ПЕРЕВОД,227,2020-09-21,F007T012
605072,1,3,FA,1,2016-05-15,60,185,8,5,ПЕРЕВОД,196,2020-09-21,F005T008
701162,1,2,FA,1,2017-01-26,63,45,43,3,ПЕРЕВОД,256,2020-09-21,F003T043
708064,1,2,MA,1,2017-08-09,61,115,3,4,ПЕРЕВОД,125,2020-09-21,F004T003
712210,1,2,FA,1,2017-12-29,66,0,21,44,ПЕРЕВОД,1,2020-09-21,F044T021
801109,1,1,FA,3,2018-01-13,0,227,3,5,ПЕРЕВОД,239,2020-09-21,F005T003
801109,1,1,FA,3,2018-01-13,0,227,43,3,ПЕРЕВОД,239,2020-09-21,F003T043
810179,1,1,FA,1,2018-10-30,0,0,5,8,ПЕРЕВОД,49,2020-09-21,F008T005
811115,1,1,FA,1,2018-11-16,0,0,21,44,ПЕРЕВОД,1,2020-09-21,F044T021
812051,1,1,FA,1,2018-12-08,0,0,21,44,ПЕРЕВОД,1,2020-09-21,F044T021
812129,1,1,FA,1,2018-12-18,0,0,21,44,ПЕРЕВОД,1,2020-09-21,F044T021
208134,1,6,FA,1,2012-08-25,59,81,12,10,ПЕРЕВОД,128,2020-09-22,F010T012
312155,1,4,FA,1,2013-12-26,56,0,1,5,ПЕРЕВОД,579,2020-09-22,F005T001
312187,1,5,MA,2,2013-12-31,64,81,12,4,ПЕРЕВОД,130,2020-09-22,F004T012
402108,1,4,MAMA,1,2014-02-09,55,276,18,17,ПЕРЕВОД,349,2020-09-22,F017T018
403184,1,4,FA,1,2014-03-22,63,269,18,17,ПЕРЕВОД,607,2020-09-22,F017T018
405114,1,4,FA,3,2014-05-25,56,242,45,17,ПЕРЕВОД,369,2020-09-22,F017T045
411141,1,4,MA,1,2014-11-26,58,270,18,17,ПЕРЕВОД,311,2020-09-22,F017T018
412155,1,3,MAMA,1,2014-12-30,61,0,1,5,ПЕРЕВОД,588,2020-09-22,F005T001
500774,1,3,FD,2,2015-11-19,54,82,12,4,ПЕРЕВОД,202,2020-09-22,F004T012
503130,1,4,MA,1,2015-03-25,64,64,12,4,ПЕРЕВОД,130,2020-09-22,F004T012
505009,1,3,MAMA,1,2015-05-02,61,274,18,17,ПЕРЕВОД,455,2020-09-22,F017T018
505103,1,3,MA,1,2015-05-18,62,0,1,5,ПЕРЕВОД,538,2020-09-22,F005T001
506019,1,4,MA,1,2015-06-04,60,0,21,44,ПЕРЕВОД,1,2020-09-22,F044T021
506135,1,3,FA,1,2015-06-28,57,275,18,17,ПЕРЕВОД,520,2020-09-22,F017T018
507113,1,2,MD,1,2015-07-19,53,0,1,5,ПЕРЕВОД,603,2020-09-22,F005T001
511079,1,3,MA,1,2015-11-20,67,0,1,5,ПЕРЕВОД,260,2020-09-22,F005T001
602006,1,3,FA,2,2016-02-01,57,279,18,17,ПЕРЕВОД,347,2020-09-22,F017T018
602155,1,3,MA,1,2016-02-25,53,228,1,5,ПЕРЕВОД,239,2020-09-22,F005T001
603134,1,3,FA,1,2016-03-25,57,278,18,17,ПЕРЕВОД,312,2020-09-22,F017T018
606120,1,2,FA,1,2016-06-20,54,274,18,17,ПЕРЕВОД,434,2020-09-22,F017T018
609006,1,2,MA,1,2016-09-01,58,159,12,5,ПЕРЕВОД,402,2020-09-22,F005T012
609168,1,2,FA,1,2016-09-29,58,277,18,17,ПЕРЕВОД,346,2020-09-22,F017T018
610068,1,2,MA,1,2016-10-14,66,281,18,17,ПЕРЕВОД,373,2020-09-22,F017T018
612038,1,2,FA,1,2016-12-07,64,276,18,17,ПЕРЕВОД,354,2020-09-22,F017T018
701065,1,2,FA,1,2017-01-09,60,278,18,17,ПЕРЕВОД,309,2020-09-22,F017T018
707065,1,1,FA,1,2017-07-13,0,273,18,17,ПЕРЕВОД,313,2020-09-22,F017T018
707148,1,1,MA,1,2017-07-26,0,269,18,17,ПЕРЕВОД,422,2020-09-22,F017T018
708072,1,1,MA,1,2017-08-10,0,274,18,17,ПЕРЕВОД,335,2020-09-22,F017T018
708132,1,2,MA,1,2017-08-17,61,60,12,4,ПЕРЕВОД,70,2020-09-22,F004T012
710054,1,1,FA,1,2017-10-11,0,281,18,17,ПЕРЕВОД,310,2020-09-22,F017T018
711080,1,2,MA,1,2017-11-13,67,0,21,44,ПЕРЕВОД,1,2020-09-22,F044T021
711090,1,1,FA,1,2017-11-14,0,281,18,17,ПЕРЕВОД,354,2020-09-22,F017T018
711153,1,1,FDMD,1,2017-11-22,0,275,18,17,ПЕРЕВОД,391,2020-09-22,F017T018
712122,1,1,FA,1,2017-12-16,0,273,18,17,ПЕРЕВОД,308,2020-09-22,F017T018
712183,1,1,FD,1,2017-12-25,0,278,18,17,ПЕРЕВОД,351,2020-09-22,F017T018
712190,1,1,FA,1,2017-12-27,0,281,18,17,ПЕРЕВОД,310,2020-09-22,F017T018
801037,1,1,FA,1,2018-01-06,0,281,18,17,ПЕРЕВОД,311,2020-09-22,F017T018
801117,1,1,MA,1,2018-01-14,0,278,18,17,ПЕРЕВОД,308,2020-09-22,F017T018
801123,1,1,FA,1,2018-01-14,0,276,18,17,ПЕРЕВОД,310,2020-09-22,F017T018
801218,1,1,FA,1,2018-01-24,0,273,18,17,ПЕРЕВОД,310,2020-09-22,F017T018
802015,1,1,FA,3,2018-02-02,0,144,7,6,ПЕРЕВОД,295,2020-09-22,F006T007
802121,1,1,FA,1,2018-02-18,0,144,1,6,ПЕРЕВОД,232,2020-09-22,F006T001
804188,1,1,FA,1,2018-04-26,0,228,12,5,ПЕРЕВОД,242,2020-09-22,F005T012
806120,1,1,FA,1,2018-06-23,0,138,1,5,ПЕРЕВОД,151,2020-09-22,F005T001
807031,1,1,FA,1,2018-07-06,0,144,12,7,ПЕРЕВОД,155,2020-09-22,F007T012
811042,1,0,FA,1,2018-11-06,0,279,18,11,ПЕРЕВОД,686,2020-09-22,F011T018
812034,1,1,FA,1,2018-12-06,0,0,21,44,ПЕРЕВОД,1,2020-09-22,F044T021
812088,1,1,FA,1,2018-12-14,0,0,21,44,ПЕРЕВОД,1,2020-09-22,F044T021
812126,1,0,FA,1,2018-12-18,0,261,18,11,ПЕРЕВОД,644,2020-09-22,F011T018
812164,1,1,FA,1,2018-12-24,0,0,21,44,ПЕРЕВОД,1,2020-09-22,F044T021
901034,1,0,FA,1,2019-01-04,0,273,18,11,ПЕРЕВОД,627,2020-09-22,F011T018
901041,1,0,FA,1,2019-01-05,0,276,18,11,ПЕРЕВОД,626,2020-09-22,F011T018
901074,1,0,FA,1,2019-01-08,0,272,18,11,ПЕРЕВОД,623,2020-09-22,F011T018
901102,1,0,FA,1,2019-01-11,0,271,18,11,ПЕРЕВОД,620,2020-09-22,F011T018
901127,1,0,FA,1,2019-01-15,0,279,18,11,ПЕРЕВОД,616,2020-09-22,F011T018
901134,1,0,FA,1,2019-01-16,0,274,18,11,ПЕРЕВОД,615,2020-09-22,F011T018
901217,1,0,FA,1,2019-01-27,0,281,18,11,ПЕРЕВОД,604,2020-09-22,F011T018
907015,1,0,FA,0,2019-07-03,0,81,28,30,ПЕРЕВОД,447,2020-09-22,F030T028
907131,1,0,FA,0,2019-07-20,0,83,28,30,ПЕРЕВОД,430,2020-09-22,F030T028
907187,1,0,FA,0,2019-07-26,0,82,28,30,ПЕРЕВОД,424,2020-09-22,F030T028
908019,1,0,FA,0,2019-08-03,0,81,28,30,ПЕРЕВОД,416,2020-09-22,F030T028
908029,1,0,FA,0,2019-08-04,0,84,28,30,ПЕРЕВОД,415,2020-09-22,F030T028
908032,1,0,FA,0,2019-08-05,0,91,28,30,ПЕРЕВОД,414,2020-09-22,F030T028
908161,1,0,FA,0,2019-08-25,0,80,28,30,ПЕРЕВОД,394,2020-09-22,F030T028
908178,1,0,FA,0,2019-08-28,0,82,28,30,ПЕРЕВОД,391,2020-09-22,F030T028
7070,1,0,FA,0,2020-07-11,0,0,38,16,ПЕРЕВОД,74,2020-09-23,F016T038
7076,1,0,FA,0,2020-07-11,0,0,38,16,ПЕРЕВОД,74,2020-09-23,F016T038
7078,1,0,FA,0,2020-07-12,0,0,38,16,ПЕРЕВОД,73,2020-09-23,F016T038
7082,1,0,FA,0,2020-07-12,0,0,38,16,ПЕРЕВОД,73,2020-09-23,F016T038
7084,1,0,FA,0,2020-07-12,0,0,38,16,ПЕРЕВОД,73,2020-09-23,F016T038
7150,1,0,FA,0,2020-07-20,0,0,38,16,ПЕРЕВОД,65,2020-09-23,F016T038
7153,1,0,FA,0,2020-07-20,0,0,38,16,ПЕРЕВОД,65,2020-09-23,F016T038
7157,1,0,FA,0,2020-07-20,0,0,38,16,ПЕРЕВОД,65,2020-09-23,F016T038
7162,1,0,FA,0,2020-07-21,0,0,38,16,ПЕРЕВОД,64,2020-09-23,F016T038
7180,1,0,FA,0,2020-07-23,0,0,38,16,ПЕРЕВОД,62,2020-09-23,F016T038
7181,1,0,FA,0,2020-07-23,0,0,38,16,ПЕРЕВОД,62,2020-09-23,F016T038
211124,1,5,FD,3,2012-11-23,65,0,3,5,ПЕРЕВОД,513,2020-09-23,F005T003
308094,1,5,FA,1,2013-08-18,51,174,5,10,ПЕРЕВОД,207,2020-09-23,F010T005
410016,1,5,FA,3,2014-10-04,62,0,12,1,ПЕРЕВОД,112,2020-09-23,F001T012
412126,1,4,FA,1,2014-12-25,82,77,6,4,ПЕРЕВОД,216,2020-09-23,F004T006
412151,1,4,MA,1,2014-12-30,67,145,6,4,ПЕРЕВОД,156,2020-09-23,F004T006
508068,1,4,MAMA,1,2015-08-16,59,0,44,21,ПЕРЕВОД,3,2020-09-23,F021T044
509107,1,4,MA,1,2015-09-26,61,0,21,44,ПЕРЕВОД,1,2020-09-23,F044T021
601149,1,3,FA,1,2016-01-25,68,195,6,4,ПЕРЕВОД,204,2020-09-23,F004T006
602018,1,3,FA,1,2016-02-03,60,0,5,10,ПЕРЕВОД,310,2020-09-23,F010T005
603144,1,3,FA,1,2016-03-26,65,40,6,4,ПЕРЕВОД,228,2020-09-23,F004T006
604080,1,3,MA,1,2016-04-13,61,188,6,4,ПЕРЕВОД,197,2020-09-23,F004T006
605037,1,3,MA,1,2016-05-08,70,0,2,21,ПЕРЕВОД,6,2020-09-23,F021T002
605098,1,3,MA,1,2016-05-19,70,0,3,10,ПЕРЕВОД,167,2020-09-23,F010T003
605121,1,3,FA,1,2016-05-25,63,152,6,4,ПЕРЕВОД,167,2020-09-23,F004T006
607092,1,2,FA,1,2016-07-18,61,0,5,10,ПЕРЕВОД,232,2020-09-23,F010T005
607133,1,3,MA,1,2016-07-24,68,152,6,4,ПЕРЕВОД,162,2020-09-23,F004T006
610056,1,3,FA,1,2016-10-12,52,89,5,10,ПЕРЕВОД,101,2020-09-23,F010T005
610162,1,2,FA,1,2016-10-31,73,208,5,10,ПЕРЕВОД,220,2020-09-23,F010T005
612144,1,2,FA,1,2016-12-24,66,96,5,10,ПЕРЕВОД,143,2020-09-23,F010T005
701109,1,3,FA,1,2017-01-17,56,0,2,21,ПЕРЕВОД,6,2020-09-23,F021T002
702112,1,2,FA,1,2017-02-17,66,215,6,4,ПЕРЕВОД,262,2020-09-23,F004T006
704007,1,2,FA,1,2017-04-02,61,250,5,10,ПЕРЕВОД,260,2020-09-23,F010T005
704063,1,2,MA,1,2017-04-12,57,145,5,10,ПЕРЕВОД,236,2020-09-23,F010T005
705018,1,2,FA,1,2017-05-03,60,125,5,10,ПЕРЕВОД,135,2020-09-23,F010T005
705059,1,2,MA,1,2017-05-10,53,110,6,4,ПЕРЕВОД,156,2020-09-23,F004T006
705106,1,2,FA,1,2017-05-17,61,145,5,10,ПЕРЕВОД,183,2020-09-23,F010T005
705168,1,2,FA,1,2017-05-27,60,180,5,10,ПЕРЕВОД,191,2020-09-23,F010T005
706005,1,2,FA,1,2017-06-01,58,0,2,21,ПЕРЕВОД,11,2020-09-23,F021T002
706042,1,2,MA,1,2017-06-07,63,0,2,21,ПЕРЕВОД,6,2020-09-23,F021T002
706047,1,2,FA,1,2017-06-07,58,117,6,4,ПЕРЕВОД,165,2020-09-23,F004T006
707128,1,2,FA,1,2017-07-24,60,110,6,4,ПЕРЕВОД,121,2020-09-23,F004T006
707158,1,2,FA,1,2017-07-27,65,152,5,10,ПЕРЕВОД,165,2020-09-23,F010T005
707160,1,2,FA,1,2017-07-27,62,90,6,4,ПЕРЕВОД,105,2020-09-23,F004T006
708007,1,2,MA,1,2017-08-02,67,0,3,4,ПЕРЕВОД,79,2020-09-23,F004T003
708007,1,2,MA,1,2017-08-02,67,0,43,3,ПЕРЕВОД,79,2020-09-23,F003T043
709146,1,2,MA,1,2017-09-27,68,0,21,44,ПЕРЕВОД,1,2020-09-23,F044T021
710020,1,2,FA,1,2017-10-06,60,0,2,21,ПЕРЕВОД,9,2020-09-23,F021T002
711136,1,1,FA,1,2017-11-20,0,247,5,10,ПЕРЕВОД,360,2020-09-23,F010T005
711154,1,2,MA,1,2017-11-22,56,0,2,21,ПЕРЕВОД,6,2020-09-23,F021T002
711199,1,2,FA,1,2017-11-28,62,0,2,21,ПЕРЕВОД,7,2020-09-23,F021T002
712096,1,2,FA,1,2017-12-12,61,0,21,44,ПЕРЕВОД,1,2020-09-23,F044T021
712210,1,2,FA,1,2017-12-29,66,0,44,21,ПЕРЕВОД,3,2020-09-23,F021T044
803062,1,1,FA,1,2018-03-10,0,132,3,7,ПЕРЕВОД,258,2020-09-23,F007T003
805049,1,1,MD,3,2018-05-10,0,0,8,9,ПЕРЕВОД,217,2020-09-23,F009T008
806063,1,1,FA,1,2018-06-13,0,96,6,4,ПЕРЕВОД,133,2020-09-23,F004T006
806081,1,1,FA,3,2018-06-17,0,33,3,5,ПЕРЕВОД,182,2020-09-23,F005T003
807169,1,1,FA,1,2018-07-28,0,145,3,8,ПЕРЕВОД,155,2020-09-23,F008T003
809163,1,1,FA,1,2018-09-30,0,50,8,9,ПЕРЕВОД,101,2020-09-23,F009T008
810053,1,1,MA,1,2018-10-12,0,0,8,7,ПЕРЕВОД,37,2020-09-23,F007T008
810159,1,1,FA,1,2018-10-27,0,40,43,3,ПЕРЕВОД,50,2020-09-23,F003T043
810159,1,1,FA,1,2018-10-27,0,40,3,9,ПЕРЕВОД,50,2020-09-23,F009T003
811203,1,1,FD,3,2018-11-27,0,0,43,2,ПЕРЕВОД,26,2020-09-23,F002T043
812002,1,1,FA,1,2018-12-01,0,0,21,44,ПЕРЕВОД,1,2020-09-23,F044T021
812165,1,1,FA,1,2018-12-24,0,0,21,44,ПЕРЕВОД,1,2020-09-23,F044T021
901096,1,0,FA,1,2019-01-10,0,274,18,46,ПЕРЕВОД,622,2020-09-23,F046T018
906093,1,0,FA,0,2019-06-13,0,148,28,30,ПЕРЕВОД,468,2020-09-23,F030T028
506087,1,4,MA,1,2015-06-18,62,0,21,44,ПЕРЕВОД,1,2020-09-24,F044T021
603097,1,3,FA,1,2016-03-17,57,0,4,10,ПЕРЕВОД,132,2020-09-24,F010T004
611130,1,3,FA,3,2016-11-22,62,0,21,44,ПЕРЕВОД,1,2020-09-24,F044T021
612133,1,2,FA,1,2016-12-23,56,168,7,6,ПЕРЕВОД,371,2020-09-24,F006T007
612144,1,2,FA,1,2016-12-24,66,97,3,5,ПЕРЕВОД,144,2020-09-24,F005T003
